comment_id,comment,related_comments,claim_id,claim,source
107036023,"Já si marně vzpomínám, kdy politici místo restrikcí něco povolili. Snad prodloužení intervalu technické u motorek. Jinak se pořád zpřísňuje ve všech oblastech života. A je úplně jedno která strana je u vesla",[],107034947_2,"Zpřísňování nařízení nezáleží na tom, jací politici jsou ve vládě.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107039483,"No co se vam na tom nezda? Drive mely elektroauta baterky tak puruznu (i v kufru), a hlavne je to rozdil proti benzinaku - elektro ma baterky v podlaze, a diky tomu ma nizke teziste (o je jen konstatovani faktu, neni to nejake prekvapive odhaleni)","['Mě vždycky rozesměje poznámka o nízkém těžišti díky bateriím v podlaze. Páni novináři, kam jinam byste je asi tak chtěli umístit? Na střechu?']",107356449_1,"Elektroauta mají baterky v podlaze, a díky tomu mají nízké těžiště.",Hybridní Japonec převlečený za hybridního Japonce. Suzuki Across
107039878,"Cena je teda dost sebevedoma, na druhou stranu mensi Peugeot 3008 hybrid stoji 1,2 mega...",[],107327782_1,"Menší Peugeot 3008 hybrid stojí 1,2 mil. Kč.",Hybridní Japonec převlečený za hybridního Japonce. Suzuki Across
107040362,"No, on ten Peugeot ve skutečnosti zas o tolik menší nebude. Vnitřní prostor a kufr jsou v podstatě nastejno. Kompaktnější je jen zvenku.","['Cena je teda dost sebevedoma, na druhou stranu mensi Peugeot 3008 hybrid stoji 1,2 mega...']",107334327_1,Peugeot 3008 hybrid má téměř stejný vnitřní prostor jako Suzuki Across.,Hybridní Japonec převlečený za hybridního Japonce. Suzuki Across
107043244,"No, on ten Peugeot ve skutečnosti zas o tolik menší nebude. Vnitřní prostor a kufr jsou v podstatě nastejno. Kompaktnější je jen zvenku.","['Cena je teda dost sebevedoma, na druhou stranu mensi Peugeot 3008 hybrid stoji 1,2 mega...']",107334327_2,Peugeot 3008 hybrid má téměř stejně velký kufr jako Suzuki Across.,Hybridní Japonec převlečený za hybridního Japonce. Suzuki Across
107044311,"No, on ten Peugeot ve skutečnosti zas o tolik menší nebude. Vnitřní prostor a kufr jsou v podstatě nastejno. Kompaktnější je jen zvenku.","['Cena je teda dost sebevedoma, na druhou stranu mensi Peugeot 3008 hybrid stoji 1,2 mega...']",107334327_2,Peugeot 3008 hybrid je zvenčí kompaktnější než Suzuki Across. ,Hybridní Japonec převlečený za hybridního Japonce. Suzuki Across
107036084,"Ani prihlasovani pomoci uctu Microsoftu neni extra bezpecny, stale plati, ze si taky mohu povolit ucet Administrator a pres nej se k souborum uzivatelu dostat, proto pokud chci mit data v bezpeci, tak jedine je mit sifrovana.",[],106917164_1,"Pokud mají být data v bezpečí, musí být šifrovaná.",Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107036467,"Ani prihlasovani pomoci uctu Microsoftu neni extra bezpecny, stale plati, ze si taky mohu povolit ucet Administrator a pres nej se k souborum uzivatelu dostat, proto pokud chci mit data v bezpeci, tak jedine je mit sifrovana.",[],106917164_2,Přihlašování pomocí účtu Microsoft není extra bezpečné.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107047254,"... pokud chci mit data v bezpeci, tak jedine je mit sifrovana a na Linuxu.","['Ani prihlasovani pomoci uctu Microsoftu neni extra bezpecny, stale plati, ze si taky mohu povolit ucet Administrator a pres nej se k souborum uzivatelu dostat, proto pokud chci mit data v bezpeci, tak jedine je mit sifrovana.']",106959568_1,"Data jsou v bezpečí, jen pokud jsou šifrovaná a na Linuxu.",Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035888,"A zapomněli jste na variantu, že je disk šifrovaný Bitlockerem a vy nevíte heslo. To už takhle jednoduše nejde. Proto je ve většině firemních politik vyžadováno šifrování disku.",[],106916915_1,"Pokud je disk šifrovaný BitLockerem, nelze jednoduše resetovat heslo.",Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107037867,"A zapomněli jste na variantu, že je disk šifrovaný Bitlockerem a vy nevíte heslo. To už takhle jednoduše nejde. Proto je ve většině firemních politik vyžadováno šifrování disku.",[],106916915_2,Ve většině firemních politik je vyžadováno šifrování disku.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035883,Heslo ve Windows je totiž jen na okrasu.,[],106915487_1,Heslo ve Windows je jen na ozdobu.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035880,"A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.",['Heslo ve Windows je totiž jen na okrasu.'],106916949_1,"Pokud máte fyzický přístup k počítači, můžete nastavit rootovské heslo.",Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035869,"A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.",['Heslo ve Windows je totiž jen na okrasu.'],106916949_2,"Servery se zamykají, aby nešlo nastavit rootovské heslo.",Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035804,Neni. Linux totiz s vice uzivateli pocital od zacatku po vzoru Unixu. Windows to ma dohackovane dost bidne,"['A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.', 'Heslo ve Windows je totiž jen na okrasu.']",106918334_1,Linux s více uživateli počítal od svého vzniku.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107038278,Neni. Linux totiz s vice uzivateli pocital od zacatku po vzoru Unixu. Windows to ma dohackovane dost bidne,"['A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.', 'Heslo ve Windows je totiž jen na okrasu.']",106918334_2,Windows má špatně vyřešený přístup více uživatelů.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035746,Michate hrusky a jabka. Windows NT koexistovaly s klasickymi Windows az do Windows 2000.,"['minimalne nt 3.1 rok 1993', 'Windows s více uživateli počítá od prvních Windows NT, tedy od roku 2001. Horší je, že s nimi nepočítali programátoři aplikací, zkažení programováním pro dosovskou větev Windows. Tím došlo k potřebě pracovat s právy admina, protože programátoři taky programovali jako admini a o práva se nestarali. Ještě dnes narazíte na některé aplikace, které vám pod obyčejným userem nepůjdou, třeba částečně. A dělat něco jako Guest v podstatě nejde.', 'Neni. Linux totiz s vice uzivateli pocital od zacatku po vzoru Unixu. Windows to ma dohackovane dost bidne', 'A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.', 'Heslo ve Windows je totiž jen na okrasu.']",106921102_1,Windows NT koexistovaly s klasickými Windows až do verze 2000.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035641,"Pokud mate fyzicky pristup k pocitaci a disk neni sifrovany, tak linux nepomuze.Ale stale lepsi nez win, kde sifrovani je dostupne az pro verzi pro.","['Neni. Linux totiz s vice uzivateli pocital od zacatku po vzoru Unixu. Windows to ma dohackovane dost bidne', 'A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.', 'Heslo ve Windows je totiž jen na okrasu.']",106922033_1,"Pokud máte nešifrovaný disk a fyzický přístup k počítači, nepomůže vám, že máte Linux.",Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107036751,"Pokud mate fyzicky pristup k pocitaci a disk neni sifrovany, tak linux nepomuze.Ale stale lepsi nez win, kde sifrovani je dostupne az pro verzi pro.","['Neni. Linux totiz s vice uzivateli pocital od zacatku po vzoru Unixu. Windows to ma dohackovane dost bidne', 'A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.', 'Heslo ve Windows je totiž jen na okrasu.']",106922033_2,Ve Windows je šifrování dostupné až pro Pro verzi.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035499,V monopolu nemate moznost volby a o to jde,"['Proboha vy jste fakt ekonomikou nepolibenej.Svobodne se rozhodnout na svobodnem trhu znamena, ze prodejce se svobodne rozhodne co a za jakou cenu bude prodavat a zakaznik se svobodne rozhodne, zda za danou cenu koupi, nebo ne.Obe strany se svobodne rozhoduji, zda s podminkami obchodu souhlasi.Svoboda rozhodne neni to co naznacujete vy, tedy ze zakaznik se bude rozhodovat, kolik za produkt zaplati a prodejce jen bude soupat nohama.To je jako bych ja prisel k vam, ze od vas kupuju vas barak a ze se chci svobodne rozhodnout, kolik vam za nej zaplatim.Kde jste tohle proboha videl? Vy takhle nekde neco kupujete? Rohliky? Dovolenou? Auto? Tohle nikde nefunguje.To je vase socialisticko piratska utopie.', 'Vazne si vybiraji co chteji? Kde mam na vyber jestli chci nebo nechci platit za WIndows?', 'Proboha. No vám něco říkat o ekonomice a o sobjektivní volbě je asi jako házet perly sviním.Já vám vysvětlím, že lidi se v naprosto svobodné volbě sami a dobrovolně rozhodují pro Windows a že je to zcela evidentní důkaz, že pro drtivou většinu lidí jsou Windows za peníze lepší volba, než linux zadarmo a vy mě na to napíšete takový blábol.Proč by proboha někdo někoho měl k něčemu nutit? Lidi si naprosto svobodně vybírají co chtějí. To že nemůžete psychicky ustát, že si nevybírají linux a chtěl by jste je k tomu nutit přeci není žádný důkaz toho, že je to pro ně lepší volba.Proč by měli být výrobci nuceni prodávat počítače bez OS? Výrobci mohou naprosto svobodně rozhodovat co chtějí prodávat a prodávají to o co je na trhu žádané. Mohou prodávat a i počítače bez OS a také to dělají. Jen je o to tak malý zájem, že jich je v nabídce pár.Mohou klidně prodávat i počítače s předinstalovaným linuxem. Nedělají to jen proto, že o to není zájem.Ale chápu váš pohled. Linux je super a lidi to nechápou a kupujou si windows. Protože všichni jsou hloupí a vy jste chytrej.Když jim zákonem zakážeme kupovat si windows a vnutíme jim linux, tak na nich spácháme dobro.Hmmm. Klasické levičácké uvažování. Lidi si dělají co chtějí a to vy nemůžete vystát.', '&gt; Pak také vaše prohlášení, že Linux prolomit nejde.To zni hrozne, jeste, ze jsem nic takoveho nerekl &gt; Je pozoruhodné, že mezi běžnými uživateli v souboji mezi linuxem zdarma a windows za peníze dlouhodobě válcují Windows Linuxy a to přesto, že už dvacet let slýchám, jak už je ten linux použitelný i na doma.Kdyby byli prodejci donuceni nabizet alternativu bez OS o cenu licence Windows levnejsi, monopol Microsoftu by byl razem narusen. Dokud jeden dava hromady penez do marketingu a uplaci vyrobce tak se situace nezmeni.', 'Tak jednak vaše prohlášení, že multiuser je na Windows špatně udělaný.Pak také vaše prohlášení, že Linux prolomit nejde.Jinak okomentuju to vaše placení za podřadný systém.Poskytnu vám malé školení o ekonomii a to zcela zdarma. Můžete ho šířit i ostatním linuxákům. Prostě takové GNU, jen s rozdílem, že nedávám svolení má slova modifikovat ;)Každá živá bytost, každý i právní podnikající subjekt se řídí a to i nevědomky principem maximalizace osobního užitku. Své omezené prostředky se snažíme vynaložit tak, aby nám přinesly co nejvyšší subjektivní užitek.Proto se na volném trhu bez jakéhokoliv centálního řízení prosazují funkční řešení (ve smyslu cena/užitek) a ta nefunkční zanikají. Je pozoruhodné, že mezi běžnými uživateli v souboji mezi linuxem zdarma a windows za peníze dlouhodobě válcují Windows Linuxy a to přesto, že už dvacet let slýchám, jak už je ten linux použitelný i na doma.Tedy v tom ""přírodním výběru"", který neustále probíhá díky volbě jednotlivců maximalizujících svůj užitek dává stále většina lidí přednost Windows.Linux jim nepřináší dostatečný subjektivní užitek a to ani přes to, že je zdarma.', 'Co presne? Vim, ze Vas muze mrzet, ze platite za podradny OS :)', 'To je ale blabol.', 'Neni. Linux totiz s vice uzivateli pocital od zacatku po vzoru Unixu. Windows to ma dohackovane dost bidne', 'A myslíte, že v Linuxu není jen na okrasu? Jakmile máte fyzický přístup k počítači, tak jde nastavit rootovské heslo také. Proto se servery zamykají.', 'Heslo ve Windows je totiž jen na okrasu.']",106947824_1,V monopolu není možnost volby.,Zapomenuté heslo k Windows můžete resetovat. Až na výjimku to jde snadno
107035689,V Australii zije ex-pat samoanska komunita a v australske NRL (ragbyova liga) hraje spousta Samoanu. Jeste zadne sve protivniky nesnedli.,"['Já bych jim nevěřil. Pořád bych měl pocit, že na mě koukají jako na chodící řízek.']",107470302_1,V Austrálii žije ex-pat samoánská komunita.,Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107049702,V Australii zije ex-pat samoanska komunita a v australske NRL (ragbyova liga) hraje spousta Samoanu. Jeste zadne sve protivniky nesnedli.,"['Já bych jim nevěřil. Pořád bych měl pocit, že na mě koukají jako na chodící řízek.']",107470302_2,V australské ragbyové lize hraje spousta Samoánců.,Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107035468,V Australii zije ex-pat samoanska komunita a v australske NRL (ragbyova liga) hraje spousta Samoanu. Jeste zadne sve protivniky nesnedli.,"['Já bych jim nevěřil. Pořád bych měl pocit, že na mě koukají jako na chodící řízek.']",107470302_2,Samoánci v australské ragbyové lize nesnědli žádného ze svých protivníků.,Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107035547,"Kanibalové na ostrově Samoa těžko budou mít reggae v krvi, to vzniklo na úplně jiném ostrově, v úplně jiném moři...Jsem na takové málo informované poznámky trochu alergická, ale možná za to může tahle moje diagnóza:https://www.youtube.com/watch?v=7MEqaQJ9lqU",[],107139159_1,Reggae vzniklo na jiném ostrově než Samoa.,Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107036363,"Kanibalové na ostrově Samoa těžko budou mít reggae v krvi, to vzniklo na úplně jiném ostrově, v úplně jiném moři...Jsem na takové málo informované poznámky trochu alergická, ale možná za to může tahle moje diagnóza:https://www.youtube.com/watch?v=7MEqaQJ9lqU",[],107139159_2,"Reggae vzniklo na ostrově v jiném moři než v tom, kde se nachází ostrov Samoa.",Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107036603,"take me to zarazilo, protoze typicka hudba zdejsi a novozelandske ex-pat samoanske komunity je typicky tichomorska (bubny, ukulele, kytary).Reggae je znama hudba Afro-jamajcanu , tedy uplne jiny ocean!Trochu jsem si zagoogloval. Podarilo se mi zjistit, ze na Samou se pres nedalekou Americkou Samou (soucast zamorskych teritorii USA) v novejsi dobe dostala ""havajska verze reggae"" a zpopularizovala tam, ale neprekonala puvodni tichomorskou hudebni kulturu.","['Kanibalové na ostrově Samoa těžko budou mít reggae v krvi, to vzniklo na úplně jiném ostrově, v úplně jiném moři...Jsem na takové málo informované poznámky trochu alergická, ale možná za to může tahle moje diagnóza:https://www.youtube.com/watch?v=7MEqaQJ9lqU']",107470821_1,"Typická tichomořská hudba má bubny, ukulele a kytary.",Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107050176,"take me to zarazilo, protoze typicka hudba zdejsi a novozelandske ex-pat samoanske komunity je typicky tichomorska (bubny, ukulele, kytary).Reggae je znama hudba Afro-jamajcanu , tedy uplne jiny ocean!Trochu jsem si zagoogloval. Podarilo se mi zjistit, ze na Samou se pres nedalekou Americkou Samou (soucast zamorskych teritorii USA) v novejsi dobe dostala ""havajska verze reggae"" a zpopularizovala tam, ale neprekonala puvodni tichomorskou hudebni kulturu.","['Kanibalové na ostrově Samoa těžko budou mít reggae v krvi, to vzniklo na úplně jiném ostrově, v úplně jiném moři...Jsem na takové málo informované poznámky trochu alergická, ale možná za to může tahle moje diagnóza:https://www.youtube.com/watch?v=7MEqaQJ9lqU']",107470821_2,Reggae je hudba Afro-Jamaicanů.,Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107065074,"take me to zarazilo, protoze typicka hudba zdejsi a novozelandske ex-pat samoanske komunity je typicky tichomorska (bubny, ukulele, kytary).Reggae je znama hudba Afro-jamajcanu , tedy uplne jiny ocean!Trochu jsem si zagoogloval. Podarilo se mi zjistit, ze na Samou se pres nedalekou Americkou Samou (soucast zamorskych teritorii USA) v novejsi dobe dostala ""havajska verze reggae"" a zpopularizovala tam, ale neprekonala puvodni tichomorskou hudebni kulturu.","['Kanibalové na ostrově Samoa těžko budou mít reggae v krvi, to vzniklo na úplně jiném ostrově, v úplně jiném moři...Jsem na takové málo informované poznámky trochu alergická, ale možná za to může tahle moje diagnóza:https://www.youtube.com/watch?v=7MEqaQJ9lqU']",107470821_2,Na Samou se dostala havajská verze reggae.,Samoa: ostrovy kanibalů už turisty vítají s otevřenou náručí
107036640,"Jakože zvířata jiný zvířata nemučí? Viděl jste někdy třeba kosatky na lovu? Samozřejmě si k tomu nevyrábí nástroje, ovšem vynalézavý jsou až až.",['len človek toto dokáže'],106928437_1,Kosatky při lovu mučí jiná zvířata.,Krutost s exotickými názvy: španělské grilování i kubánská kravata
107050186,"Šimpanzi používají na sousední tlupy odstrašující metody - pořádají výpravy na zatoulané jedince, které mrzačí, ale nezabíjejí: jen ať se postižený doplazí ke svým a vyděsí je. Každý přírodní druh jde až na hranici toho, co dokáže vymyslet. Co vymyslet nedokáže, to nedělá. Není to tak, že by něco mohl, ale řekl si ""ne ne, to je ošklivé, to dělat nebudeme"". Lidé nejsou zlejší, jen toho dokáží víc vymyslet.","['tak dosť o tomto viem ..... je to strátégia ich lovu, napríklad ako oddeliť mláďa veľryby od matky, ako omráčiť hejno rýb, občas ukazujú mladým ako loviť a naháňať tuleňa, možno sa to môže zdať že sa s ním hrajú ...... ale ak si myslíte že dakoho týmto cielene mučia ste na fakt veľkom omyle ...... máte iný príklad mučenia? cieleného dlhodobého a ak ste si nevšimli na vlastnej rase?', 'Jakože zvířata jiný zvířata nemučí? Viděl jste někdy třeba kosatky na lovu? Samozřejmě si k tomu nevyrábí nástroje, ovšem vynalézavý jsou až až.', 'len človek toto dokáže']",106934748_1,Šimpanzi používají vůči sousedním tlupám zastrašující metody.,Krutost s exotickými názvy: španělské grilování i kubánská kravata
107037926,"Šimpanzi používají na sousední tlupy odstrašující metody - pořádají výpravy na zatoulané jedince, které mrzačí, ale nezabíjejí: jen ať se postižený doplazí ke svým a vyděsí je. Každý přírodní druh jde až na hranici toho, co dokáže vymyslet. Co vymyslet nedokáže, to nedělá. Není to tak, že by něco mohl, ale řekl si ""ne ne, to je ošklivé, to dělat nebudeme"". Lidé nejsou zlejší, jen toho dokáží víc vymyslet.","['tak dosť o tomto viem ..... je to strátégia ich lovu, napríklad ako oddeliť mláďa veľryby od matky, ako omráčiť hejno rýb, občas ukazujú mladým ako loviť a naháňať tuleňa, možno sa to môže zdať že sa s ním hrajú ...... ale ak si myslíte že dakoho týmto cielene mučia ste na fakt veľkom omyle ...... máte iný príklad mučenia? cieleného dlhodobého a ak ste si nevšimli na vlastnej rase?', 'Jakože zvířata jiný zvířata nemučí? Viděl jste někdy třeba kosatky na lovu? Samozřejmě si k tomu nevyrábí nástroje, ovšem vynalézavý jsou až až.', 'len človek toto dokáže']",106934748_2,"Šimpanzi pořádají výpravy na zatoulané jedince, které mrzačí, ale nezabíjejí – jen ať se postižený doplazí ke svým a vyděsí je.",Krutost s exotickými názvy: španělské grilování i kubánská kravata
107050248,"Šimpanzi používají na sousední tlupy odstrašující metody - pořádají výpravy na zatoulané jedince, které mrzačí, ale nezabíjejí: jen ať se postižený doplazí ke svým a vyděsí je. Každý přírodní druh jde až na hranici toho, co dokáže vymyslet. Co vymyslet nedokáže, to nedělá. Není to tak, že by něco mohl, ale řekl si ""ne ne, to je ošklivé, to dělat nebudeme"". Lidé nejsou zlejší, jen toho dokáží víc vymyslet.","['tak dosť o tomto viem ..... je to strátégia ich lovu, napríklad ako oddeliť mláďa veľryby od matky, ako omráčiť hejno rýb, občas ukazujú mladým ako loviť a naháňať tuleňa, možno sa to môže zdať že sa s ním hrajú ...... ale ak si myslíte že dakoho týmto cielene mučia ste na fakt veľkom omyle ...... máte iný príklad mučenia? cieleného dlhodobého a ak ste si nevšimli na vlastnej rase?', 'Jakože zvířata jiný zvířata nemučí? Viděl jste někdy třeba kosatky na lovu? Samozřejmě si k tomu nevyrábí nástroje, ovšem vynalézavý jsou až až.', 'len človek toto dokáže']",106934748_2,"Každý přírodní druh jde až na hranici toho, co dokáže vymyslet.",Krutost s exotickými názvy: španělské grilování i kubánská kravata
107035671,"Nesúhlasím. Zoberte si zvieratá najbližšie k nám, teda tie viac inteligentné (gorily, delfíny a podobne). Myslím že by toho vymysleli oveľa viac. A vôbec to nemyslím tak že ""ne ne, to je ošklivé"" ..... ja tvrdím, že ľudia sú zlejší. Čo chcete vymýšľať na vraždiacich výpravách, vojskách, keď sa celá armáda, skupina vybrala niekam a len tak, bez ničoho, dosť kruto vyničila celú osadu, dedinu, celý kmeň. Čo je na tom o vymýšľaní keď sa tu ničíme 5000 rokov???","['Šimpanzi používají na sousední tlupy odstrašující metody - pořádají výpravy na zatoulané jedince, které mrzačí, ale nezabíjejí: jen ať se postižený doplazí ke svým a vyděsí je. Každý přírodní druh jde až na hranici toho, co dokáže vymyslet. Co vymyslet nedokáže, to nedělá. Není to tak, že by něco mohl, ale řekl si ""ne ne, to je ošklivé, to dělat nebudeme"". Lidé nejsou zlejší, jen toho dokáží víc vymyslet.', 'tak dosť o tomto viem ..... je to strátégia ich lovu, napríklad ako oddeliť mláďa veľryby od matky, ako omráčiť hejno rýb, občas ukazujú mladým ako loviť a naháňať tuleňa, možno sa to môže zdať že sa s ním hrajú ...... ale ak si myslíte že dakoho týmto cielene mučia ste na fakt veľkom omyle ...... máte iný príklad mučenia? cieleného dlhodobého a ak ste si nevšimli na vlastnej rase?', 'Jakože zvířata jiný zvířata nemučí? Viděl jste někdy třeba kosatky na lovu? Samozřejmě si k tomu nevyrábí nástroje, ovšem vynalézavý jsou až až.', 'len človek toto dokáže']",106934997_1,Lidé jsou horší než jiná zvířata.,Krutost s exotickými názvy: španělské grilování i kubánská kravata
107035816,Na bolestivé břicho čaj z majoránky. I na velké křeče.,"['No..myslela jsem, ze bude clanek o tom, jak vyzrat nad bolesti (bricho, prsa), ale clanek byl o necem uplne jinem.Tak jen za sebe pro ty, ktete by to cetly, muzu na bolest prsou behem menstruace poradit Pupalkovy olej. Uzivam v tobolkach a uz me fakt neboli. Nekde jsem si to nasla jako radu. Na bolestive bricho porad nevim \uf61f']",106943553_1,Čaj z majoránky pomáhá na bolest břicha.,Už žádné bolesti. Vyzkoušejte alternativní menstruační pomůcky
107036319,Na bolestivé břicho čaj z majoránky. I na velké křeče.,"['No..myslela jsem, ze bude clanek o tom, jak vyzrat nad bolesti (bricho, prsa), ale clanek byl o necem uplne jinem.Tak jen za sebe pro ty, ktete by to cetly, muzu na bolest prsou behem menstruace poradit Pupalkovy olej. Uzivam v tobolkach a uz me fakt neboli. Nekde jsem si to nasla jako radu. Na bolestive bricho porad nevim \uf61f']",106943553_2,Čaj z majoránky pomáhá na křeče v břiše.,Už žádné bolesti. Vyzkoušejte alternativní menstruační pomůcky
107036361,Jen k upřesnění. V Evropě se dobytek samozřejmě nezabíjí elektrickým proudem. Tím se jen omráčí aby ve chvíli podřezání nebyl při vědomí.,[],107129316_1,V Evropě se dobytek nezabíjí elektrickým proudem.,"Čtenáři cestují: Krev zvířat a mrtví doma. Sulawesi nám ukázalo, co je smrt"
107036371,Jen k upřesnění. V Evropě se dobytek samozřejmě nezabíjí elektrickým proudem. Tím se jen omráčí aby ve chvíli podřezání nebyl při vědomí.,[],107129316_2,"Elektrickým proudem se dobytek jen omráčí, aby nebyl při podřezání při vědomí.","Čtenáři cestují: Krev zvířat a mrtví doma. Sulawesi nám ukázalo, co je smrt"
107036460,"Sulawesi je velky ostrov vedle Bornea a Tana Toraja je oblast ve vnitrozemi. Ostrov spada pod Indonesia. Pred 10 lety jsem absoluoval stejny zazitek, autorka to popsala pomerne presne. Na Sulawesi jsem stravil zhruba mesic a rozhodne je to misto ktere stoji za navstevu. Zadni turiste, par batuzkaru. Sulawesi je take znamo jako jedno z nejlepsich mist na potapeni na svete.","['Asi jsem ignorant, ale ocenil bych, kdyby někde v článku byla zmínka o tom, o jakou část světa se vlastně jedná. Protože přiznám se, že Sulawesi ani Torajové nejsou pojmy, které by spadaly do mých všeobecných znalostí. Možná tam zmínka je, třeba jsem to přehlédl.']",107138641_1,Sulawesi je velký ostrov vedle Bornea.,"Čtenáři cestují: Krev zvířat a mrtví doma. Sulawesi nám ukázalo, co je smrt"
107050418,"Sulawesi je velky ostrov vedle Bornea a Tana Toraja je oblast ve vnitrozemi. Ostrov spada pod Indonesia. Pred 10 lety jsem absoluoval stejny zazitek, autorka to popsala pomerne presne. Na Sulawesi jsem stravil zhruba mesic a rozhodne je to misto ktere stoji za navstevu. Zadni turiste, par batuzkaru. Sulawesi je take znamo jako jedno z nejlepsich mist na potapeni na svete.","['Asi jsem ignorant, ale ocenil bych, kdyby někde v článku byla zmínka o tom, o jakou část světa se vlastně jedná. Protože přiznám se, že Sulawesi ani Torajové nejsou pojmy, které by spadaly do mých všeobecných znalostí. Možná tam zmínka je, třeba jsem to přehlédl.']",107138641_2,Tana Toraja je oblast ve vnitrozemí.,"Čtenáři cestují: Krev zvířat a mrtví doma. Sulawesi nám ukázalo, co je smrt"
107054446,"Sulawesi je velky ostrov vedle Bornea a Tana Toraja je oblast ve vnitrozemi. Ostrov spada pod Indonesia. Pred 10 lety jsem absoluoval stejny zazitek, autorka to popsala pomerne presne. Na Sulawesi jsem stravil zhruba mesic a rozhodne je to misto ktere stoji za navstevu. Zadni turiste, par batuzkaru. Sulawesi je take znamo jako jedno z nejlepsich mist na potapeni na svete.","['Asi jsem ignorant, ale ocenil bych, kdyby někde v článku byla zmínka o tom, o jakou část světa se vlastně jedná. Protože přiznám se, že Sulawesi ani Torajové nejsou pojmy, které by spadaly do mých všeobecných znalostí. Možná tam zmínka je, třeba jsem to přehlédl.']",107138641_2,Sulawesi spadá pod Indonésii.,"Čtenáři cestují: Krev zvířat a mrtví doma. Sulawesi nám ukázalo, co je smrt"
107061118,"Sulawesi je velky ostrov vedle Bornea a Tana Toraja je oblast ve vnitrozemi. Ostrov spada pod Indonesia. Pred 10 lety jsem absoluoval stejny zazitek, autorka to popsala pomerne presne. Na Sulawesi jsem stravil zhruba mesic a rozhodne je to misto ktere stoji za navstevu. Zadni turiste, par batuzkaru. Sulawesi je take znamo jako jedno z nejlepsich mist na potapeni na svete.","['Asi jsem ignorant, ale ocenil bych, kdyby někde v článku byla zmínka o tom, o jakou část světa se vlastně jedná. Protože přiznám se, že Sulawesi ani Torajové nejsou pojmy, které by spadaly do mých všeobecných znalostí. Možná tam zmínka je, třeba jsem to přehlédl.']",107138641_2,Sulawesi je známé jako jedno z nejlepších míst pro potápění na světě.,"Čtenáři cestují: Krev zvířat a mrtví doma. Sulawesi nám ukázalo, co je smrt"
